success,status_code,status_message,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,belongs_to_collection.id,belongs_to_collection.name,belongs_to_collection.poster_path,belongs_to_collection.backdrop_path
,,,False,/3McDkcC1MMk0RiT8Rwe16nQKwQU.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,566784.0,,['RU'],ru,"Эс, как доллар, точка, джи","Russia. The near future. The country’s authorities have passed a law about the rental of men for a certain period, after which they should be returned to the spouse... In order to keep her husband, Anna decides to try a trick, but the plan is spoiled by her husband, who is perfectly happy with the new law...",0.752,/dOveKV3HZP5z3J8APFrAK4uLSkC.jpg,"[{'id': 69021, 'logo_path': '/aSB6HMp0WwENBz7LScQIVTF9K4Y.png', 'name': 'LookFilm', 'origin_country': 'RU'}, {'id': 18165, 'logo_path': None, 'name': 'Vita Aktiva', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2016-06-09,0.0,15.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,S.G,False,6.3,3.0,,,,
,,,False,,,0.0,[],,805941.0,,['IT'],it,Ave… Maria!,,0.001,,[],[],1984-01-01,0.0,0.0,[],Released,,Ave… Maria!,False,0.0,0.0,,,,
,,,False,/ryATvhG9aHiq2avssmFnUImr7jc.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,20492.0,tt0800956,['IN'],hi,Life in a Metro,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call centre executive.,7.131,/zkwM3HWD0SS4qUorxLcWcB1lWim.jpg,"[{'id': 2320, 'logo_path': '/nSAXfUCy16cNRiPlBMHeb700t9p.png', 'name': 'UTV Motion Pictures', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-05-11,0.0,124.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,One City. Countless Emotions.,Life in a Metro,False,6.3,70.0,1374119.0,Life in a Metro Collection,,
,,,False,,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",,894268.0,,['US'],en,The Choice,"She talks about her and her husband’s longing for a child, their joy when she became pregnant, and the immense sadness when after 20 weeks it turned out that their unborn child had serious physical abnormalities. She also talks about the almost inhumanely obstructive attitudes she faced in the Texas health care system when making what was already such a difficult decision. The title thus has a double meaning—it is about the actual choice that women make, as well as the freedom of choice that they are denied in far too many parts of the world.",0.018,/yI5ueCx9O0daS7KcJdc03FAZDLe.jpg,[],[],2021-09-01,0.0,25.0,[],Released,,The Choice,False,0.0,0.0,,,,
,,,False,,,0.0,[],,664529.0,tt1151316,['GB'],en,Carols from King's,"A solo chorister sings Once in Royal David's City to begin the traditional celebration of Christmas from the candlelit chapel of King's College, Cambridge. The world-famous choir sings carols old and new, directed for the first time by former King's College organ scholar Daniel Hyde.  Carols include the Sussex Carol (arr Vaughan Williams), There is No Rose (Elizabeth Maconchy) and O Holy Night (Adolphe Adam, arr JE West).  The Christmas story is told in the words of the King James Bible and poems by Patrick Carey and Ruth Padel. The service is led by the dean, the Rev Dr Stephen Cherry, and the chaplain, the Rev Andrew Hammond.",0.025,/o6iIjBEd0H0qMAG2CmQcMzHEuyf.jpg,[],[],2019-12-24,0.0,74.0,[],Released,Carols from King's College Cambridge Dec 2th 2019,Carols from King's,True,0.0,0.0,,,,
,,,False,,,0.0,[],,673841.0,tt0469074,['US'],en,Everyone Their Grain of Sand,A small town on the Mexico-U.S. border struggles to survive in the face of corporate greed and political exploitation.,0.001,,[],[],2005-06-21,0.0,87.0,[],Released,,Everyone Their Grain of Sand,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]",http://www.djrobswift.com/discography/,218004.0,tt1498173,['US'],en,As the Technics Spin,"With Rob Swift at the driver's seat, we're passengers on the creative, musical journey that developed himself as a DJ.  “As the Technics Spin” is the second DVD release from critically acclaimed DJ Rob Swift (X-​ecutioners, Ill Insanity). In this latest installment, Rob examines what it took to create his unique style of DJing.",0.009,,[],[],2009-05-18,0.0,62.0,[],Released,,As the Technics Spin,False,0.0,0.0,,,,
,,,False,/dDU8tcfwoOnUTunZnrxcQvTnamB.jpg,,0.0,"[{'id': 37, 'name': 'Western'}]",,600422.0,tt0021084,['US'],en,The Lone Rider,"Lanning heads a vigilante group till Farrell digs up some dirt which turns the vigilantes on him. To save his own reputation, Lanning must bring Farrell to trial.",0.493,/dAICrCz4QFuQ0hFb1YpDlK2gWg7.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-07-13,0.0,57.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Thrilling, Breath-Taking ""Western"" with screendom's DAREDEVIL COWBOY",The Lone Rider,False,0.0,0.0,,,,
,,,False,,,0.0,[],https://www.toei.co.jp/release/tv/1198410_963.html,451576.0,tt6586302,['JP'],ja,濃姫,The mysterious life of Princess Nouhime.,0.909,/51WfP6VWEsAtaPzWHl8Mzr6oEuy.jpg,"[{'id': 5822, 'logo_path': '/qyTbRgCyU9NLKvKaiQVbadtr7RY.png', 'name': 'Toei Company', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-03-17,0.0,0.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Nōhime: Wife of a Samurai,False,0.0,0.0,,,,
,,,True,,,0.0,[],,849904.0,,['US'],en,Pop Shots,"Welcome to Pop Shots, a behind the scenes exposé of an all girl pop band called A2M. Our cameras chart the rise of Alicia, Sara and Vanda, three ex-porn stars, as they take their extraordinary talents to the mainstream. We follow these musically lobotomized girls in their desperate attempt to live up to their name as they shag their way to fame & fortune. Pop Shots is a shocking, no, damning insight into the reality of the exploitative music industry! And who said sex sells!",0.0,,[],[],2004-11-25,0.0,109.0,[],Released,,Pop Shots,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,761304.0,tt7975740,['BR'],pt,Alice & Só,"Alice, a young music lover, and her best friend Socrates, go on a road trip, accompanied by Tinho, a former rocker, to play at the world's largest cover band festival.",0.165,/eVkfMKKusGQxwEl9mm9fvnT6pki.jpg,"[{'id': 114037, 'logo_path': '/8Pgfxitzkghb4g1VqA3UWiaHA89.png', 'name': 'Coqueirão Pictures', 'origin_country': 'BR'}, {'id': 89438, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox Brazil', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2020-11-12,0.0,0.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Alice & Só,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,257059.0,tt3492714,['RU'],ru,Комбинат «Надежда»,"Industrial city of Norilsk: factories, cold, chemical air. The only desire of young people living here is to leave, against all odds. A docu-style, emotionally-driven drama about a young girl desperately fighting for an escape which is so blurry, and for love which is so insecure.",1.576,/4flRfQMJnkntXXz4e0kJbIlKPZN.jpg,"[{'id': 18167, 'logo_path': '/yINt9n2mvp4oBfwz6B2u4x8Jz2Q.png', 'name': 'Focus Plus Cinema', 'origin_country': 'RU'}, {'id': 69021, 'logo_path': '/aSB6HMp0WwENBz7LScQIVTF9K4Y.png', 'name': 'LookFilm', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2014-01-25,0.0,104.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Hope Factory,False,5.2,13.0,,,,
,,,False,/ra1Aaxm1v7y4u3UavzgjdEPDrzX.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,975113.0,tt15783644,['MX'],es,Salen de noche,Artemio is a photojournalist who portrays the murder of a sex worker he knows and begins a search to find the murderer.,0.349,/vRLfEmRMSxGosznRU4tPxRoCvvs.jpg,"[{'id': 174321, 'logo_path': None, 'name': 'Huateque Films', 'origin_country': ''}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2021-09-09,0.0,10.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Into the Night,False,0.0,0.0,,,,
,,,False,,,0.0,[],,603293.0,,['US'],en,Crunch: Fat Blaster Goes Latin,"Do you prefer Latin music to the hard-driving aerobic music usually heard in classes and videos? If so, this 30-minute Latin aerobic workout will be your cup of salsa. Some of the moves are distinctly Latin, such as the mambo and cha cha. Others are ordinary aerobic moves, but given a Latin flair with distinctive rhythm or hip and arm moves. The instructor is excellent: she cues flawlessly, explains clearly, warns you about changes, and builds the moves into patterns gradually. The choreography is sometimes complex, but it is taught so well that if you're reasonably coordinated, you'll get it. The instructor is accompanied by a class of six young women who whoop enthusiastically through the whole workout, which you may find motivating or annoying.",0.001,/9ReI1ibtiKUyfr9ymyzjtdkKNc9.jpg,"[{'id': 16839, 'logo_path': '/wxIDEXG8COFTlY96jbgrIEgKQb3.png', 'name': 'Anchor Bay Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-02,0.0,35.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Crunch: Fat Blaster Goes Latin,True,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 16, 'name': 'Animation'}]",,528577.0,tt7824484,['BR'],pt,Ballet de Lissajous,,0.001,/zmSaU64LmGuyb3vY9uwYpuIIr9n.jpg,"[{'id': 116157, 'logo_path': None, 'name': 'Pontífice Universidade Católica do Rio de Janeiro', 'origin_country': ''}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1973-01-01,0.0,9.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Ballet de Lissajous,False,0.0,0.0,,,,
,,,False,/vbqjDgAVLzDJEn2Af5EB6naVT3P.jpg,,0.0,"[{'id': 10402, 'name': 'Music'}]",,362526.0,tt3440508,['BR'],pt,Xuxa Festa,A celebration of Xuxa's 20th career anniversary with new versions to her greatest hits for a new generation of kids.,0.925,/b2yLippoUbR0kmzebkSH1ACDNqM.jpg,[],[],2005-10-02,0.0,63.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Xuxa Festa,False,6.4,7.0,724997.0,Xuxa Só para Baixinhos - Coleção,/a0oU47pAqJzdimAJWJYhr8GN9mO.jpg,/lc7aaZqierFtIFbxfEohG7X1Gzw.jpg
,,,False,/wcQ1SlvU0fD506rcxtKNESyq2eU.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,109953.0,tt0086566,['US'],en,Walking the Edge,A Los Angeles taxi driver helps a distraught woman on the run from gangsters after they murder her husband and young son.,1.798,/imOUc0m8kIITGaNZYyXXRrBQcZX.jpg,"[{'id': 1212, 'logo_path': None, 'name': 'Empire Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-01-11,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This Cabby Ain't Askin' For No Tips.,Walking the Edge,False,5.6,14.0,,,,
,,,False,,,0.0,[],,523570.0,,"['US', 'GB']",en,Path,The Moroccan desert provides the backdrop to a poetic meditation on the search for and nature of meaning.,0.008,,[],"[{'iso_3166_1': 'MA', 'name': 'Morocco'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-05-06,0.0,12.0,[],Released,,Path,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 53, 'name': 'Thriller'}]",,753271.0,tt12841712,['GB'],en,This Fortress Built By Nature,"At the height of the global lockdown, two journalists unravel the web of shady deals and frightening incompetence behind their government's response to the pandemic.",0.76,/3P3ZU5mlDXe5zJQeagxIJqDAut1.jpg,"[{'id': 209619, 'logo_path': None, 'name': 'Visual Goods', 'origin_country': ''}]",[],2020-10-01,0.0,11.0,[],Released,,This Fortress Built By Nature,False,0.0,0.0,,,,
,,,False,/47Ct0zNUMoEr8LZe21uQ9SjCoof.jpg,,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",,961359.0,tt19768100,"['FR', 'GB']",en,Hideous,"Musician Oliver Sim is the main guest of a talk-show that soon slides into a surreal journey of love, shame, and blood.",1.85,/gsiJFYZIOWekEUDdemcjDvdCFD9.jpg,"[{'id': 130773, 'logo_path': None, 'name': 'Friend', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2022-05-22,0.0,22.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Hideous,False,6.2,23.0,,,,
,,,False,/5UKuCXVeHQQUP8aR58xN51glPgo.jpg,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,78191.0,tt0030650,['US'],en,Racket Busters,A trucker with a pregnant wife fights a New York mobster's protection racket.,2.811,/fDumxsKcDj1rMMQf8DgkoZWVnK1.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-07-16,0.0,71.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,WARNER BROS' TIME BOMBSHELL!,Racket Busters,False,5.1,11.0,,,,
,,,False,,,0.0,"[{'id': 16, 'name': 'Animation'}]",,351592.0,tt0149373,['US'],en,Who's Who in the Jungle,A Terrytoons cartoon released 19 October 1945. Gandy Goose and Sourpuss are flown in to hunt big game. The two have something else in mind. They can't get out of there fast enough!,0.741,,"[{'id': 42019, 'logo_path': '/mFPTppw3q4tY9R2b7QxVv4zevLi.png', 'name': 'Terrytoons', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1945-10-19,0.0,6.0,[],Released,,Who's Who in the Jungle,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,550889.0,tt0022632,['US'],en,Anybody's Goat,A goat is involved in a post robbery.,0.424,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-01-24,0.0,10.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Anybody's Goat,False,9.0,1.0,,,,
,,,False,/enC6nKHaL5LKniMCVm8Vdi34Q02.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,135281.0,tt2253939,['FR'],fr,Camille redouble,"Camille was only sixteen and still in high school when she fell in love with Eric, another student. They later married and a child and were happy for a while. But now twenty-five years have passed and Eric leaves her for a younger woman. Bitter and desperate Camille drinks so much liquor at a New Year Eve's party that she falls into an ethylic coma and she finds herself... propelled into her own past! Camille is sixteen again when she wakes up this morning, her parents are not dead anymore and she must go to school, where she will meet her schoolmates and, of course, Eric. Is she going to fall for him again and... be miserable twenty-five years later? Or will she avoid him with the result never having her beloved daughter? Who ever said that time traveling was fun?",10.955,/fDYSELYsjhI7maKW3X71X3qB5BN.jpg,"[{'id': 11778, 'logo_path': '/rIiLv4yt20WOQAk1HD1EvLOfDgh.png', 'name': 'F Comme Film', 'origin_country': 'FR'}, {'id': 2564, 'logo_path': None, 'name': 'Ciné-@', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2012-09-12,0.0,115.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Camille Rewinds,False,6.214,222.0,,,,
,,,False,,,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,762008.0,tt0244217,['US'],en,"The Snowden, Raggedy Ann & Andy Holiday Show","Daring leaps, amazing acrobatics, marvelous music, sensational skating and a magic mirror make this special holiday show a skating spectacular on ice. In this exciting tale of dreams fulfilled, beautiful magic mirror reveals the wishes of small children to Snowden, Raggedy Ann & Andy, Doc and an all-star cast of skaters.",0.094,/lIun8a1alqiNiTor1rVYsjoWMRQ.jpg,[],[],1998-11-27,0.0,47.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A spectacular on ice.,"The Snowden, Raggedy Ann & Andy Holiday Show",False,9.0,1.0,,,,
,,,False,/zhewerT6pLCa5c8Kuu5FBmsDZsu.jpg,,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,344262.0,tt0826599,['SU'],ka,უცხო ფრინველი,A story about the first love set in a Georgian village.,0.71,/5XgcxdB7RHsSGw1BrBVdW6jgvMc.jpg,"[{'id': 186508, 'logo_path': '/dONUQvMFW5X8DCw6nX9Dk26TQwF.png', 'name': 'Georgia-Film', 'origin_country': 'SU'}]","[{'iso_3166_1': 'SU', 'name': 'Soviet Union'}]",1975-06-01,0.0,22.0,"[{'english_name': 'Georgian', 'iso_639_1': 'ka', 'name': 'ქართული'}]",Released,,Foreign Bird,False,5.0,4.0,,,,
,,,False,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,745390.0,tt0178597,['US'],en,The House of Terror,A 10 chapter cliffhanger serial made by William M. Pizor Productions. 1. Missing Men 2. Tongues of Flame 3. Swirling Waters 4. Out of the Night 5. Perilous Trails 6. Secret Passage 7. Division 8. Revenge 9. Pawns of Evil 10. The Hidden Treasure.,0.443,/e8P2usiyMqNvbRWmFcQpzjlSaer.jpg,"[{'id': 179890, 'logo_path': None, 'name': 'William M. Pizor Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-01-01,0.0,140.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The House of Terror,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,724869.0,,['NL'],nl,Kees Torn: In de Gloria,"In his fifth comedy show the Dutch comedian Kees Torn reflects on addictions. Torn himself struggles with a dependence on whiskey and cigars, but also rhyme, Bach and his girlfriend José.",0.017,/plnNYF11C5gx8AyW2LNELBSrBAM.jpg,[],[],2002-01-01,0.0,113.0,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Kees Torn: In de Gloria,False,0.0,0.0,,,,
,,,False,,,0.0,[],,476425.0,tt4937882,['FR'],fr,L'Art,"Grafting, pruning, cutting, ""L'Art"", portrait of a gardener at work. A film titled like a Magritte painting.",0.424,/zd5i7ICxi44bQ6iRXC8ay3iKEfr.jpg,[],[],2015-06-13,0.0,52.0,[],Released,,L'Art,False,10.0,1.0,,,,
,,,False,,,0.0,[],,574650.0,,['US'],en,Fluffy Fluffy Calm Calm,"This is sort of a film poem it is the story of the week in the life of an eyeball. The viewer sees the eyeball darting around and also sees what the eyeball sees as well. The week has been condensed down to 9 min. This film was an experiment that worked. I shot all the eyeshots using my friend Letitia Tyler on 200ft of film and shot all the other shots on another 200ft. I then cut the negative together without ever seeing what the film looked like projected. I just wanted the editing process to be all part of the eye theme. I was hoping that it would all say something, and it does.",0.001,/vpX8df2wDfIBf9V6kshdMt9Tk99.jpg,[],[],1998-01-01,0.0,10.0,[],Released,,Fluffy Fluffy Calm Calm,False,0.0,0.0,,,,
,,,False,/vMOi6XxPCfmVC4SFiHyVRjJl3uK.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,73929.0,tt0274323,['IT'],it,Alla rivoluzione sulla due cavalli,"It's the dawn of April 25, 1974, when Marco, a 25-year old Italian and his Portuguese friend Victor leave Paris on a yellow Citroen 2CV. The goal of their trip is Lisbon, which on that night was freed from Europe's longest dictatorship. The two are joined by Claire, Victor's former girlfriend and University classmate, who wants to take a break from her everyday life, leaving behind her husband and baby son, to form again, even for a few days, the traveling trio with her friends.",1.132,/bqAUq9vtrXQ4bzYD4GGUiY1GXlo.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2002-04-25,0.0,100.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Revolution on Two Horses,False,4.8,6.0,,,,
,,,False,,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,919688.0,tt0060695,['PL'],pl,Miejsce dla jednego,The deputy director of a machine plant is injured in a car accident and loses important documents. An uncompromising controller is sent to the plant to investigate the matter.,0.845,/mR8GZWT2ySgn9HLY9JpBbT2DwgG.jpg,"[{'id': 42243, 'logo_path': None, 'name': 'Zespół Filmowy ""Kamera""', 'origin_country': 'PL'}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1966-04-26,0.0,89.0,"[{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Miejsce dla jednego,False,0.0,0.0,,,,
,,,False,/Uz6F69O5DvFazlx1F7kK0uqgzL.jpg,,27000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,849.0,tt0085811,"['GB', 'US']",en,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,17.787,/2dyMDv6W3ugMfaC8DEXPiqMcurD.jpg,"[{'id': 553, 'logo_path': None, 'name': 'Barclays Mercantile Industrial Finance', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-07-29,16916617.0,121.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A world light-years beyond your imagination.,Krull,False,6.054,545.0,,,,
,,,False,,,0.0,"[{'id': 10402, 'name': 'Music'}]",http://www.bbc.co.uk/music/events/e9wmxj,119620.0,,"['GB', 'US']",en,Rihanna: Live at Hackney Weekend 2012,"Ever since her arrival on planet pop at the age of 16, Rihanna has used her dazzling star power to climb to the top of the celeb ranks, amassing over 80 million album and single sales. The Bajan beauty's eyebrow raising stage shows have become infamous for their raciness and fun, carefree vibe. Creating addictive, inescapable tracks that constantly set tongues wagging, Rihanna brings her mesmerising presence and string of hits to the Hackney Weekend stage in this awe-inspiring performance.",0.625,/psTLlffbgoskABua3Nf8izi8qBh.jpg,"[{'id': 3324, 'logo_path': '/dqT3yOTlfJRmtvk52Ccd1O6dZ0A.png', 'name': 'BBC', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-06-24,0.0,76.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Discover the UK's biggest free ticketed music event - this year on a massive scale to celebrate 2012.,Rihanna: Live at Hackney Weekend 2012,False,6.9,8.0,,,,
,,,False,,,0.0,"[{'id': 99, 'name': 'Documentary'}]",,396294.0,tt0289594,['GB'],en,Underage,"Underage lifts the lid on the insular world of a group of wayward Coventry teenagers in the early 1980s. In the run up to the summer holidays, struggling to make sense of their lives, the teens take solace in glue sniffing, drinking excessively, getting arrested or head-banging to Motorhead",0.303,,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-01-01,0.0,58.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Underage,False,0.0,0.0,,,,
,,,False,,,0.0,[],http://www.video125.co.uk/acatalog/Reading_to_Waterloo_HD.html,435989.0,,"['US', 'GB']",en,Reading to Waterloo,"This Driver's eye view is the South West Trains service for London Waterloo. Calling at Earley, Winnersh Triangle, Winnersh, Wokingham, Bracknell, Martins Heron, Ascot, Sunningdale, Virginia Water, Egham, Staines, Feltham, Twickenham, Richmond, Clapham Junction and London Waterloo. This is the service from Reading. This train is formed of eight coaches.  This busy commuter line has a minimum half hourly service throughout the day including Sundays. Almost all the trains are formed of Alstom Junipers and we follow ours from three signal boxes. Surprisingly, Wokingham signal box is still operated from a traditional lever frame. Our train is then passed to Feltham power 'box. From Richmond, control passes to Wimbledon PSB which takes our train all the way into Waterloo.  This Driver's eye view was filmed in the summer sunshine of 2013.",0.191,/s0cgouUXtk2Cbgz8Qi0jiqIRfNG.jpg,"[{'id': 70985, 'logo_path': None, 'name': 'Video 125', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2013-01-01,0.0,76.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Reading to Waterloo,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 99, 'name': 'Documentary'}]",,274495.0,tt2086896,"['US', 'GB']",en,Place of Work,"Margaret Tait documents her house, studio and garden in Buttquoy, Orkney as the seasons pass. She had lived there from the age of seven and often returned. At the time of filming, the house was about to be taken back by the council - this film is an effective 'goodbye'. Margaret Tait said it 'was meant to define a place, or the feeling of being in one place, with the sense this gives one, not of restriction but of the infinite variations available.'",0.248,,"[{'id': 19333, 'logo_path': None, 'name': 'Ancona Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1976-06-05,0.0,32.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Place of Work,False,9.0,1.0,,,,
,,,False,,,0.0,[],https://www.weatherhousepro.com/the-latest,990565.0,tt18379308,['US'],en,Angela's Tale,"Angela, an African-American woman healing from an accident, struggles with narcolepsy, nightmares and memory loss. Meanwhile, her husband attempts to make the best decisions for his wife and himself. And Angela’s psychiatrist takes an opportunity to delve deeper into her field.",0.13,/eBmguhOMWZx9nNsIyBXC9Mjx1RM.jpg,[],[],2022-03-05,0.0,12.0,[],Released,,Angela's Tale,False,0.0,0.0,,,,
,,,False,/eGXxx5GPXWZ81BFNdHqMfikSusC.jpg,,0.0,[],,769463.0,,['ES'],es,It's just a burning memory,"Decades after that first love, after that mistake that cost him everything... The anthropologist will receive a letter that will change his life.",0.001,/69KF1isaw6CCJVgueqxbIXnMw48.jpg,[],[],2022-11-23,0.0,0.0,[],Released,Her name was Cecilia,It's just a burning memory,False,0.0,0.0,,,,
,,,False,,,0.0,"[{'id': 16, 'name': 'Animation'}]",,184525.0,tt0142785,['US'],en,The Quail Hunt,"As the title implies, in this Oswald the Rabbit short, he goes hunting.",0.402,/oX7oYt9y0Acwhc5aGF149qfkL5X.jpg,[],[],1935-09-22,0.0,6.0,[],Released,,The Quail Hunt,False,5.3,3.0,,,,
